MÊS;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO;;;
jan/24;OLEO DIESEL;10430;R$/l;5,86;0,388;4,69;8,19;-;0,066;-;-;-;-;-;;;
jan/24;OLEO DIESEL S10;16573;R$/l;5,95;0,392;4,99;8,89;-;0,066;-;-;-;-;-;;;
fev/24;ETANOL HIDRATADO;16477;R$/l;3,57;0,499;2,73;6,60;-;0,140;-;-;-;-;-;;;
fev/24;GASOLINA ADITIVADA;15160;R$/l;5,95;0,378;4,79;8,89;-;0,064;-;-;-;-;-;;;
fev/24;GASOLINA COMUM;19457;R$/l;5,75;0,378;4,59;7,97;-;0,066;-;-;-;-;-;;;
fev/24;GLP;19774;R$/13kg;102,09;12,463;67,00;154,00;-;0,122;-;-;-;-;-;;;
fev/24;GNV;1463;R$/m³;4,56;0,455;3,54;6,69;-;0,100;-;-;-;-;-;;;
fev/24;OLEO DIESEL;8970;R$/l;5,90;0,388;4,69;7,95;-;0,066;-;-;-;-;-;;;
fev/24;OLEO DIESEL S10;14208;R$/l;5,97;0,384;4,99;8,89;-;0,064;-;-;-;-;-;;;
mar/24;ETANOL HIDRATADO;16107;R$/l;3,58;0,491;2,69;5,99;-;0,137;-;-;-;-;-;;;
mar/24;GASOLINA ADITIVADA;14844;R$/l;5,93;0,378;4,79;7,99;-;0,064;-;-;-;-;-;;;
mar/24;GASOLINA COMUM;18955;R$/l;5,74;0,375;4,59;7,97;-;0,065;-;-;-;-;-;;;
mar/24;GLP;19099;R$/13kg;102,18;12,702;69,99;154,00;-;0,124;-;-;-;-;-;;;
mar/24;GNV;1518;R$/m³;4,54;0,456;3,54;6,29;-;0,100;-;-;-;-;-;;;
mar/24;OLEO DIESEL;8743;R$/l;5,86;0,385;5,12;7,95;-;0,066;-;-;-;-;-;;;
mar/24;OLEO DIESEL S10;13954;R$/l;5,93;0,382;4,99;8,49;-;0,064;-;-;-;-;-;;;
abr/24;ETANOL HIDRATADO;19066;R$/l;3,78;0,444;2,79;5,99;-;0,117;-;-;-;-;-;;;
abr/24;GASOLINA ADITIVADA;17672;R$/l;5,99;0,373;4,69;8,89;-;0,062;-;-;-;-;-;;;
abr/24;GASOLINA COMUM;22464;R$/l;5,80;0,372;4,69;7,97;-;0,064;-;-;-;-;-;;;
abr/24;GLP;21763;R$/13kg;101,86;12,780;69,99;150,00;-;0,125;-;-;-;-;-;;;
abr/24;GNV;1768;R$/m³;4,54;0,453;3,54;6,29;-;0,100;-;-;-;-;-;;;
abr/24;OLEO DIESEL;10188;R$/l;5,88;0,375;5,19;7,82;-;0,064;-;-;-;-;-;;;
abr/24;OLEO DIESEL S10;16464;R$/l;5,94;0,370;4,99;8,49;-;0,062;-;-;-;-;-;;;
mai/24;ETANOL HIDRATADO;16890;R$/l;3,82;0,454;2,89;5,99;-;0,119;-;-;-;-;-;;;
mai/24;GASOLINA ADITIVADA;15460;R$/l;6,05;0,373;4,69;8,89;-;0,062;-;-;-;-;-;;;
mai/24;GASOLINA COMUM;19892;R$/l;5,86;0,376;4,59;7,97;-;0,064;-;-;-;-;-;;;
mai/24;GLP;20019;R$/13kg;101,61;12,782;69,99;154,00;-;0,126;-;-;-;-;-;;;
mai/24;GNV;1477;R$/m³;4,59;0,438;3,54;6,29;-;0,095;-;-;-;-;-;;;
mai/24;OLEO DIESEL;9034;R$/l;5,88;0,372;5,04;7,82;-;0,063;-;-;-;-;-;;;
mai/24;OLEO DIESEL S10;14482;R$/l;5,94;0,364;5,24;8,49;-;0,061;-;-;-;-;-;;;
jun/24;ETANOL HIDRATADO;16021;R$/l;3,82;0,466;2,89;5,99;-;0,122;-;-;-;-;-;;;
jun/24;GASOLINA ADITIVADA;14924;R$/l;6,05;0,369;4,69;8,89;-;0,061;-;-;-;-;-;;;
jun/24;GASOLINA COMUM;19016;R$/l;5,85;0,372;4,59;7,97;-;0,064;-;-;-;-;-;;;
jun/24;GLP;18712;R$/13kg;101,46;12,607;69,99;154,00;-;0,124;-;-;-;-;-;;;
jun/24;GNV;1480;R$/m³;4,58;0,418;3,54;6,29;-;0,091;-;-;-;-;-;;;
jun/24;OLEO DIESEL;8629;R$/l;5,87;0,365;5,09;7,82;-;0,062;-;-;-;-;-;;;
jun/24;OLEO DIESEL S10;13703;R$/l;5,93;0,359;5,11;8,49;-;0,060;-;-;-;-;-;;;
jul/24;ETANOL HIDRATADO;17468;R$/l;4,02;0,471;2,99;6,06;-;0,117;-;-;-;-;-;;;
jul/24;GASOLINA ADITIVADA;15652;R$/l;6,22;0,400;4,74;8,89;-;0,064;-;-;-;-;-;;;
jul/24;GASOLINA COMUM;20530;R$/l;6,04;0,402;4,59;7,99;-;0,067;-;-;-;-;-;;;
jul/24;GLP;7040;R$/13kg;102,59;12,238;70,00;148,00;-;0,119;-;-;-;-;-;;;
jul/24;GNV;1761;R$/m³;4,59;0,407;3,54;6,28;-;0,088;-;-;-;-;-;;;
jul/24;OLEO DIESEL;8726;R$/l;5,94;0,357;5,29;7,82;-;0,060;-;-;-;-;-;;;
jul/24;OLEO DIESEL S10;14441;R$/l;6,01;0,347;5,20;8,49;-;0,058;-;-;-;-;-;;;
ago/24;ETANOL HIDRATADO;14670;R$/l;4,06;0,462;3,29;6,14;-;0,114;-;-;-;-;-;;;
ago/24;GASOLINA ADITIVADA;13170;R$/l;6,29;0,370;5,09;8,89;-;0,059;-;-;-;-;-;;;
ago/24;GASOLINA COMUM;17279;R$/l;6,11;0,358;4,99;7,99;-;0,059;-;-;-;-;-;;;
ago/24;GLP;5951;R$/13kg;103,53;12,027;73,00;148,00;-;0,116;-;-;-;-;-;;;
ago/24;GNV;1475;R$/m³;4,72;0,436;3,54;6,39;-;0,092;-;-;-;-;-;;;
ago/24;OLEO DIESEL;7445;R$/l;5,95;0,354;5,36;7,82;-;0,059;-;-;-;-;-;;;
ago/24;OLEO DIESEL S10;12055;R$/l;6,02;0,347;5,19;8,99;-;0,058;-;-;-;-;-;;;
set/24;ETANOL HIDRATADO;16179;R$/l;4,05;0,464;3,19;6,06;-;0,114;-;-;-;-;-;;;
set/24;GASOLINA ADITIVADA;14579;R$/l;6,27;0,375;5,29;9,79;-;0,060;-;-;-;-;-;;;
set/24;GASOLINA COMUM;19177;R$/l;6,08;0,359;4,99;7,99;-;0,059;-;-;-;-;-;;;
set/24;GLP;6556;R$/13kg;106,04;11,644;73,99;150,00;-;0,110;-;-;-;-;-;;;
set/24;GNV;1685;R$/m³;4,71;0,425;3,54;6,89;-;0,090;-;-;-;-;-;;;
set/24;OLEO DIESEL;7996;R$/l;5,94;0,354;5,34;7,82;-;0,060;-;-;-;-;-;;;
set/24;OLEO DIESEL S10;13379;R$/l;6,01;0,351;5,33;8,99;-;0,058;-;-;-;-;-;;;
out/24;ETANOL HIDRATADO;15814;R$/l;4,04;0,463;3,09;6,06;-;0,115;-;-;-;-;-;;;
out/24;GASOLINA ADITIVADA;14257;R$/l;6,28;0,387;5,27;8,89;-;0,062;-;-;-;-;-;;;
out/24;GASOLINA COMUM;18706;R$/l;6,09;0,375;4,89;7,99;-;0,061;-;-;-;-;-;;;
out/24;GLP;6481;R$/13kg;106,57;11,535;70,00;147,00;-;0,108;-;-;-;-;-;;;
out/24;GNV;1559;R$/m³;4,68;0,437;3,54;6,89;-;0,093;-;-;-;-;-;;;
out/24;OLEO DIESEL;7928;R$/l;5,95;0,371;5,34;7,75;-;0,062;-;-;-;-;-;;;
out/24;OLEO DIESEL S10;13034;R$/l;6,02;0,365;5,33;8,99;-;0,061;-;-;-;-;-;;;
nov/24;ETANOL HIDRATADO;13709;R$/l;4,05;0,446;3,19;7,35;-;0,110;-;-;-;-;-;;;
nov/24;GASOLINA ADITIVADA;12479;R$/l;6,30;0,393;5,26;8,89;-;0,062;-;-;-;-;-;;;
nov/24;GASOLINA COMUM;16172;R$/l;6,10;0,378;4,89;7,99;-;0,062;-;-;-;-;-;;;
nov/24;GLP;5731;R$/13kg;106,84;11,987;74,99;160,00;-;0,112;-;-;-;-;-;;;
nov/24;GNV;1372;R$/m³;4,67;0,409;3,54;6,49;-;0,088;-;-;-;-;-;;;
nov/24;OLEO DIESEL;6728;R$/l;5,98;0,354;5,29;7,93;-;0,059;-;-;-;-;-;;;
nov/24;OLEO DIESEL S10;11226;R$/l;6,05;0,358;5,39;8,99;-;0,059;-;-;-;-;-;;;
dez/24;ETANOL HIDRATADO;15669;R$/l;4,11;0,432;3,19;6,59;-;0,105;-;-;-;-;-;;;
dez/24;GASOLINA ADITIVADA;14320;R$/l;6,34;0,396;5,27;8,89;-;0,062;-;-;-;-;-;;;
dez/24;GASOLINA COMUM;18631;R$/l;6,14;0,377;4,94;7,99;-;0,061;-;-;-;-;-;;;
dez/24;GLP;6666;R$/13kg;107,41;12,171;74,99;160,00;-;0,113;-;-;-;-;-;;;
dez/24;GNV;1599;R$/m³;4,65;0,399;3,54;6,39;-;0,086;-;-;-;-;-;;;
dez/24;OLEO DIESEL;7764;R$/l;6,03;0,353;5,25;7,93;-;0,058;-;-;-;-;-;;;
dez/24;OLEO DIESEL S10;12748;R$/l;6,11;0,357;5,09;8,99;-;0,058;-;-;-;-;-;;;
jan/25;ETANOL HIDRATADO;14921;R$/l;4,21;0,424;3,29;6,16;-;0,101;-;-;-;-;-;;;
jan/25;GASOLINA ADITIVADA;13795;R$/l;6,36;0,390;5,43;9,49;-;0,061;-;-;-;-;-;;;
jan/25;GASOLINA COMUM;17793;R$/l;6,18;0,371;5,04;8,29;-;0,060;-;-;-;-;-;;;
jan/25;GLP;7477;R$/13kg;107,21;12,264;74,99;160,00;-;0,114;-;-;-;-;-;;;
jan/25;GNV;1527;R$/m³;4,65;0,426;3,79;6,49;-;0,091;-;-;-;-;-;;;
jan/25;OLEO DIESEL;7463;R$/l;6,08;0,355;5,39;7,93;-;0,058;-;-;-;-;-;;;
jan/25;OLEO DIESEL S10;12317;R$/l;6,16;0,358;5,19;8,99;-;0,058;-;-;-;-;-;;;
fev/25;ETANOL HIDRATADO;14164;R$/l;4,38;0,431;3,39;6,49;-;0,098;-;-;-;-;-;;;
fev/25;GASOLINA ADITIVADA;13111;R$/l;6,56;0,397;5,29;8,89;-;0,060;-;-;-;-;-;;;
fev/25;GASOLINA COMUM;17015;R$/l;6,36;0,394;5,19;8,79;-;0,062;-;-;-;-;-;;;
fev/25;GLP;10125;R$/13kg;107,24;12,451;74,99;170,00;-;0,116;-;-;-;-;-;;;
fev/25;GNV;1482;R$/m³;4,68;0,424;3,89;6,49;-;0,091;-;-;-;-;-;;;
fev/25;OLEO DIESEL;7060;R$/l;6,38;0,347;5,58;8,19;-;0,054;-;-;-;-;-;;;
fev/25;OLEO DIESEL S10;11674;R$/l;6,46;0,354;5,54;8,99;-;0,055;-;-;-;-;-;;;
mar/25;ETANOL HIDRATADO;16536;R$/l;4,35;0,435;3,25;6,49;-;0,100;-;-;-;-;-;;;
mar/25;GASOLINA ADITIVADA;15305;R$/l;6,55;0,395;5,39;8,99;-;0,060;-;-;-;-;-;;;
mar/25;GASOLINA COMUM;19844;R$/l;6,34;0,396;5,19;8,79;-;0,062;-;-;-;-;-;;;
mar/25;GLP;14550;R$/13kg;107,31;12,583;74,99;155,00;-;0,117;-;-;-;-;-;;;
mar/25;GNV;1728;R$/m³;4,68;0,414;3,99;6,48;-;0,088;-;-;-;-;-;;;
mar/25;OLEO DIESEL;8152;R$/l;6,35;0,346;5,47;8,33;-;0,054;-;-;-;-;-;;;
mar/25;OLEO DIESEL S10;13700;R$/l;6,42;0,354;5,68;8,99;-;0,055;-;-;-;-;-;;;
abr/25;ETANOL HIDRATADO;15895;R$/l;4,31;0,461;3,38;6,68;-;0,107;-;-;-;-;-;;;
abr/25;GASOLINA ADITIVADA;14694;R$/l;6,52;0,405;5,19;8,99;-;0,062;-;-;-;-;-;;;
abr/25;GASOLINA COMUM;19037;R$/l;6,32;0,405;5,19;8,99;-;0,064;-;-;-;-;-;;;
abr/25;GLP;14477;R$/13kg;107,50;12,435;74,99;155,00;-;0,116;-;-;-;-;-;;;
abr/25;GNV;1570;R$/m³;4,66;0,451;3,99;6,49;-;0,097;-;-;-;-;-;;;
abr/25;OLEO DIESEL;7962;R$/l;6,22;0,375;5,49;8,33;-;0,060;-;-;-;-;-;;;
abr/25;OLEO DIESEL S10;13086;R$/l;6,29;0,398;5,44;8,99;-;0,063;-;-;-;-;-;;;
mai/25;ETANOL HIDRATADO;14990;R$/l;4,29;0,470;3,35;6,89;-;0,110;-;-;-;-;-;;;
mai/25;GASOLINA ADITIVADA;13913;R$/l;6,49;0,414;5,29;8,99;-;0,064;-;-;-;-;-;;;
mai/25;GASOLINA COMUM;18007;R$/l;6,28;0,412;5,15;8,99;-;0,066;-;-;-;-;-;;;
mai/25;GLP;13691;R$/13kg;108,59;12,163;74,99;155,00;-;0,112;-;-;-;-;-;;;
mai/25;GNV;1513;R$/m³;4,65;0,447;3,99;6,49;-;0,096;-;-;-;-;-;;;
mai/25;OLEO DIESEL;7475;R$/l;6,06;0,407;5,29;8,33;-;0,067;-;-;-;-;-;;;
mai/25;OLEO DIESEL S10;12341;R$/l;6,12;0,427;5,28;8,99;-;0,070;-;-;-;-;-;;;
